RowNumber,CustomerId,Surname,Gender,Age,Province,City,AreaType,EducationLevel,EmploymentType,PreferredLanguage,Bank,AccountType,Tenure,CreditScore,CreditRating,CreditBureau,NumOfProducts,ProductName,HasSavingsAccount,HasChequeAccount,HasCreditCard,HasPersonalLoan,HasHomeLoan,HasVehicleFinance,HasInvestmentAccount,HasPremiumBanking,HasCreditCard_Flag,Balance_ZAR,AnnualSalary_ZAR,MonthlySalary_ZAR,SalaryPaymentMethod,FinancialWellnessScore,IsActiveMember,UsesMobileBanking,UsesInternetBanking,MonthlyBranchVisits,MonthlyATMTransactions,CustomerServiceCalls_12M,Complaints_12M,PreferredCommChannel,Churned,Geography_Original
88,15625759,Rowley,Male,30,Gauteng,Centurion,Urban,Degree,Unemployed,isiXhosa,Standard Bank,Cheque,9,729,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,3113321.68,259443.47,Cash,5.7,0,1,1,0,8,1,0,Email,0,France
89,15622897,Sharpe,Female,46,Western Cape,Paarl,Urban,Postgraduate,Self-Employed,Afrikaans,Absa,Cheque,4,646,Fair,TransUnion,3,Savings + Credit Card + Personal Loan,1,1,1,1,1,0,0,0,1,0.0,1911654.11,159304.51,Direct Deposit,4.4,0,1,1,2,5,1,0,Email,1,France
90,15767954,Osborne,Female,28,Mpumalanga,Nelspruit,Suburban,No Matric,Self-Employed,isiXhosa,Absa,Cheque,3,635,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,1,0,1,1673285.24,3214222.88,267851.91,Direct Deposit,6.3,1,1,0,0,9,1,1,SMS,0,Germany
91,15757535,Heap,Female,44,North West,Potchefstroom,Suburban,Degree,Self-Employed,isiZulu,Nedbank,Savings,5,647,Fair,TransUnion,3,Savings + Credit Card + Personal Loan,1,1,1,1,0,0,0,0,1,0.0,3571207.01,297600.58,Direct Deposit,5.7,1,1,1,1,6,2,0,Email,1,Spain
92,15731511,Ritchie,Male,45,Gauteng,Centurion,Rural,Matric,Employed,isiXhosa,Absa,Cheque,7,808,Excellent,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,2431844.28,3016215.43,251351.29,Direct Deposit,7.4,0,1,1,2,4,0,0,WhatsApp,0,France
93,15809248,Cole,Female,36,KwaZulu-Natal,Newcastle,Urban,Matric,Self-Employed,English,Absa,Prestige,10,524,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,2247098.68,187258.22,Direct Deposit,4.1,0,0,1,2,3,2,0,App Notification,0,France
94,15640635,Capon,Male,29,Western Cape,Paarl,Urban,No Matric,Employed,isiZulu,FNB,Pensioner,8,769,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,3531957.5,294329.79,Cash,6.2,1,0,1,1,11,3,1,Phone Call,0,France
95,15676966,Capon,Male,42,Free State,Bethlehem,Suburban,No Matric,Employed,Sepedi,Absa,Cheque,4,730,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,1762640.64,146886.72,Direct Deposit,4.7,1,1,1,6,11,3,1,WhatsApp,0,Spain
96,15699461,Fiorentini,Male,35,North West,Klerksdorp,Urban,Postgraduate,Pensioner,English,FNB,Cheque,10,515,Poor,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,3613615.98,2486194.49,207182.87,Direct Deposit,6.4,1,1,1,0,7,1,0,Phone Call,0,Spain
97,15738721,Graham,Male,41,Northern Cape,Upington,Urban,No Matric,Unemployed,Xitsonga,FNB,Savings,9,773,Very Good,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,0,2107962.52,1324202.62,110350.22,Direct Deposit,5.8,1,0,1,0,7,0,2,SMS,0,Spain
98,15693683,Yuille,Male,29,Mpumalanga,Middelburg,Urban,Matric,Employed,isiZulu,Absa,Savings,8,814,Excellent,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,1990271.2,4044160.66,337013.39,Direct Deposit,8.0,1,1,1,4,12,1,0,WhatsApp,0,Germany
99,15604348,Allard,Male,22,North West,Rustenburg,Suburban,Matric,Student,Xitsonga,FNB,Cheque,8,710,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,2042723.32,170226.94,Direct Deposit,4.8,0,1,0,5,11,0,0,WhatsApp,0,Spain
100,15633059,Fanucci,Male,34,Gauteng,Pretoria,Rural,Degree,Employed,Afrikaans,FNB,Cheque,9,413,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,0,0.0,133950.69,11162.56,Direct Deposit,2.0,0,1,1,1,4,3,2,Email,0,France
101,15808582,Fu,Female,40,Gauteng,Midrand,Urban,Matric,Employed,English,Nedbank,Prestige,6,665,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,3317884.62,276490.38,Direct Deposit,5.6,1,1,0,1,14,1,0,Email,0,France
102,15743192,Hung,Female,44,Gauteng,Johannesburg,Suburban,Matric,Pensioner,English,Absa,Savings,6,623,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,0,0.0,3426829.82,285569.15,Cash,5.4,0,1,1,1,1,3,1,SMS,0,France
103,15580146,Hung,Male,31,Western Cape,Cape Town,Suburban,Matric,Employed,isiXhosa,Standard Bank,Cheque,9,738,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,1694820.08,860399.76,71699.98,Direct Deposit,5.1,0,1,0,3,12,0,1,Email,0,France
104,15776605,Bradley,Male,36,North West,Klerksdorp,Urban,Matric,Unemployed,isiXhosa,FNB,Prestige,7,528,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,1,0.0,1240999.48,103416.62,Cheque,3.4,0,1,1,1,9,1,0,Email,0,Spain
105,15804919,Dunbabin,Female,65,Free State,Bethlehem,Urban,Matric,Employed,isiXhosa,Capitec,Cheque,1,670,Good,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,1,0.0,3641941.44,303495.12,Cash,5.8,1,1,1,0,3,1,0,Phone Call,1,Spain
106,15613854,Mauldon,Female,46,North West,Rustenburg,Urban,Matric,Pensioner,Afrikaans,FNB,Savings,4,622,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,1,0,1,2195002.04,635184.1,52932.01,Direct Deposit,4.7,1,0,1,2,7,3,0,SMS,1,Spain
107,15599195,Stiger,Male,32,Eastern Cape,Mthatha,Urban,Diploma,Unemployed,Afrikaans,Standard Bank,Prestige,1,582,Fair,TransUnion,1,Savings Account,1,0,0,0,0,1,0,0,1,1823241.71,206117.87,17176.49,Direct Deposit,4.0,1,1,1,1,7,3,0,WhatsApp,0,Germany
108,15812878,Parsons,Female,36,Mpumalanga,Nelspruit,Urban,Matric,Employed,Afrikaans,FNB,Cheque,2,785,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2046040.42,758018.66,63168.22,Direct Deposit,5.4,1,1,1,1,4,5,0,WhatsApp,0,Germany
109,15602312,Walkom,Male,33,Free State,Bethlehem,Urban,Matric,Unemployed,Tshivenda,Standard Bank,Student,5,605,Fair,TransUnion,1,Savings Account,1,1,0,0,0,1,1,0,0,3076902.4,1473187.19,122765.6,Cash,5.7,0,0,0,0,7,4,2,SMS,0,Spain
110,15744689,T'ang,Male,35,Mpumalanga,Secunda,Suburban,No Matric,Student,English,Standard Bank,Cheque,9,479,Poor,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,1,1903094.74,2038722.13,169893.51,Direct Deposit,4.9,0,1,0,2,7,2,0,Email,1,Germany
111,15803526,Eremenko,Male,30,Mpumalanga,Secunda,Urban,Matric,Employed,English,Absa,Cheque,3,685,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,1856004.6,1293199.04,107766.59,Direct Deposit,5.3,1,1,1,3,9,3,0,SMS,0,Germany
112,15665790,Rowntree,Male,39,Limpopo,Polokwane,Urban,Degree,Employed,Afrikaans,Nedbank,Cheque,7,538,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2215129.55,558240.83,46520.07,Direct Deposit,4.2,0,0,0,2,11,4,0,SMS,0,Germany
113,15715951,Thorpe,Male,42,Western Cape,Worcester,Suburban,Postgraduate,Unemployed,Tshivenda,FNB,Savings,2,562,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,0,2054886.18,1779346.9,148278.91,Direct Deposit,5.1,0,1,1,2,6,1,1,WhatsApp,0,France
114,15591100,Chiemela,Male,36,North West,Mahikeng,Urban,Diploma,Employed,siSwati,FNB,Savings,9,675,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2176906.28,471383.56,39281.96,Direct Deposit,4.8,1,1,1,1,9,1,0,WhatsApp,0,Spain
115,15609618,Fanucci,Male,28,Limpopo,Mokopane,Urban,No Matric,Student,siSwati,Standard Bank,Cheque,9,721,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,0,3166748.57,2076669.27,173055.77,Direct Deposit,6.8,1,0,0,3,8,0,1,SMS,1,Germany
116,15675522,Ko,Female,30,Limpopo,Polokwane,Urban,Degree,Employed,isiZulu,Nedbank,Cheque,9,628,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,2713201.44,1520467.16,126705.6,Direct Deposit,5.7,1,1,1,0,8,2,0,SMS,0,Germany
117,15705512,Welch,Female,37,Eastern Cape,Grahamstown,Urban,Degree,Employed,Setswana,Standard Bank,Cheque,6,668,Fair,TransUnion,1,Savings Account,1,0,0,0,0,0,1,0,1,3441220.2,2370584.94,197548.74,Direct Deposit,6.9,0,1,1,0,8,3,0,App Notification,0,Germany
118,15698028,Duncan,Female,41,Gauteng,Centurion,Suburban,Matric,Unemployed,isiZulu,Standard Bank,Cheque,1,506,Poor,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,0.0,651209.15,54267.43,Direct Deposit,2.9,0,1,1,1,7,0,1,WhatsApp,0,France
119,15661670,Chidozie,Female,31,Eastern Cape,Mthatha,Suburban,Diploma,Employed,isiZulu,Absa,Cheque,8,524,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2210281.92,4094370.5,341197.54,Direct Deposit,6.8,0,1,1,1,11,2,0,WhatsApp,1,Germany
120,15600781,Wu,Male,34,Limpopo,Polokwane,Rural,No Matric,Employed,Sesotho,Absa,Savings,4,699,Good,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,3796063.1,2477106.84,206425.57,Cash,7.3,0,1,1,0,10,4,1,WhatsApp,0,Germany
121,15682472,Culbreth,Male,34,Western Cape,Paarl,Suburban,Degree,Employed,Xitsonga,Absa,Savings,8,828,Excellent,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,2653383.47,781701.28,65141.77,Direct Deposit,6.0,0,0,0,0,7,1,2,SMS,0,France
122,15580203,Kennedy,Male,39,North West,Brits,Suburban,Diploma,Pensioner,Afrikaans,Capitec,Student,6,674,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,0,2463965.11,2052684.48,171057.04,Cash,6.1,0,1,1,1,9,2,0,Phone Call,0,Spain
123,15690673,Cameron,Female,39,Gauteng,Sandton,Urban,Postgraduate,Employed,English,FNB,Cheque,6,656,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,2891932.54,240994.38,Direct Deposit,5.2,0,1,1,0,13,3,0,Phone Call,0,France
124,15760085,Calabresi,Female,48,Limpopo,Musina,Urban,Matric,Employed,Sesotho,Standard Bank,Savings,10,684,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,1,0,1,2590880.61,4061651.88,338470.99,Cheque,7.7,1,1,0,1,16,1,0,Email,0,Germany
125,15779659,Zetticci,Female,28,Western Cape,George,Urban,Matric,Self-Employed,Afrikaans,Absa,Prestige,3,625,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,0.0,3764751.4,313729.28,Direct Deposit,5.7,0,1,0,2,5,1,0,Email,0,France
126,15627360,Fuller,Male,42,Western Cape,Cape Town,Suburban,Diploma,Self-Employed,isiZulu,FNB,Cheque,9,432,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3128370.72,2260437.42,188369.78,Cash,5.5,0,1,1,2,4,6,0,App Notification,1,France
127,15671137,MacDonald,Female,52,Gauteng,Centurion,Suburban,No Matric,Self-Employed,isiXhosa,Absa,Prestige,1,549,Poor,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,0.0,177039.02,14753.25,Cash,2.7,1,1,0,0,5,3,2,SMS,1,France
128,15782688,Piccio,Male,56,Limpopo,Thohoyandou,Suburban,Postgraduate,Employed,Afrikaans,Nedbank,Cheque,0,625,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,1,0,1,3044398.42,959893.64,79991.14,Direct Deposit,5.4,0,1,0,0,7,2,1,SMS,1,Germany
129,15575492,Kennedy,Female,41,Gauteng,Johannesburg,Suburban,Matric,Employed,Afrikaans,Absa,Cheque,7,828,Excellent,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,0.0,3513264.78,292772.06,Direct Deposit,6.5,0,1,1,1,6,1,1,Phone Call,0,France
130,15591607,Fernie,Male,24,Gauteng,Midrand,Urban,Diploma,Self-Employed,isiZulu,Capitec,Savings,9,770,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,2087454.94,3428755.18,285729.6,Direct Deposit,7.4,0,1,0,3,5,0,0,SMS,0,France
131,15740404,He,Female,34,KwaZulu-Natal,Empangeni,Rural,No Matric,Employed,English,Nedbank,Savings,3,758,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,0.0,2546636.28,212219.69,Direct Deposit,5.4,1,1,0,0,9,0,0,Email,0,France
132,15718369,Kaodilinakachukwu,Female,33,Eastern Cape,Mthatha,Urban,Postgraduate,Employed,isiZulu,Absa,Cheque,9,795,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,1,0,0,1,2682679.82,2356171.81,196347.65,Direct Deposit,7.0,1,1,0,1,6,2,0,Email,0,Germany
133,15677871,Cocci,Male,38,Western Cape,Worcester,Suburban,No Matric,Employed,English,Nedbank,Cheque,9,687,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,2512702.84,729982.04,60831.84,Direct Deposit,5.2,1,1,1,2,5,2,0,Email,0,France
134,15642004,Alekseeva,Male,25,KwaZulu-Natal,Durban,Urban,Degree,Employed,isiXhosa,Standard Bank,Cheque,1,686,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,337417.08,28118.09,Direct Deposit,3.5,1,1,1,1,6,3,0,SMS,0,France
135,15712543,Chinweike,Male,39,Limpopo,Mokopane,Suburban,Matric,Unemployed,isiXhosa,FNB,Student,7,789,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,2558983.43,2550427.14,212535.6,Direct Deposit,7.1,1,1,1,4,8,2,1,Email,0,Germany
136,15584518,Arthur,Female,50,Mpumalanga,Secunda,Urban,Postgraduate,Employed,Sepedi,Absa,Cheque,5,589,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2970348.52,716295.22,59691.27,Direct Deposit,5.0,1,1,1,0,10,1,0,WhatsApp,0,Germany
137,15802381,Li,Female,34,Eastern Cape,Uitenhage,Urban,Matric,Employed,isiXhosa,Nedbank,Savings,5,461,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,1305110.56,3439577.74,286631.48,Direct Deposit,5.4,1,1,1,0,8,2,0,WhatsApp,0,Germany
138,15610156,Ma,Male,40,Gauteng,Johannesburg,Suburban,Diploma,Employed,English,Absa,Cheque,2,637,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,0,2735993.55,1909889.47,159157.46,Direct Deposit,6.0,1,1,0,4,7,3,1,Email,0,France
139,15594408,Chia,Female,48,North West,Mahikeng,Urban,Matric,Employed,English,Absa,Savings,2,584,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,4369497.1,1540805.62,128400.47,Direct Deposit,6.4,0,1,1,1,7,7,0,Email,1,Spain
140,15640905,Vasin,Female,35,Free State,Welkom,Urban,Matric,Employed,English,Nedbank,Cheque,1,579,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,2654552.38,176112.02,14676.0,Direct Deposit,4.4,1,0,1,1,6,1,0,SMS,1,Spain
141,15698932,Groves,Male,44,Mpumalanga,Witbank,Rural,Postgraduate,Self-Employed,English,Capitec,Cheque,10,756,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2817767.84,3885649.95,323804.16,Direct Deposit,8.0,0,1,0,1,8,1,1,App Notification,0,Germany
142,15724944,Tien,Male,34,Western Cape,Stellenbosch,Urban,Diploma,Employed,English,Capitec,Cheque,7,663,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,3698758.42,308229.87,Direct Deposit,5.8,1,0,0,1,9,2,1,Email,0,France
143,15628145,Forwood,Female,43,Gauteng,Pretoria,Urban,Postgraduate,Employed,Afrikaans,Nedbank,Prestige,5,682,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,2579964.56,3963025.76,330252.15,Direct Deposit,7.6,1,1,1,1,9,3,2,SMS,0,France
144,15713483,Greeves,Male,52,Northern Cape,Kimberley,Urban,Matric,Employed,Setswana,Absa,Cheque,2,793,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,3262038.31,271836.53,Direct Deposit,6.1,0,0,1,2,3,1,0,SMS,1,Spain
145,15612350,Taylor,Female,31,KwaZulu-Natal,Durban,Urban,Matric,Employed,isiZulu,Absa,Savings,5,691,Good,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,838768.78,2587383.72,215615.31,Direct Deposit,5.6,0,1,0,3,9,4,0,Email,1,France
146,15800703,Madukwe,Female,21,Free State,Sasolburg,Urban,Diploma,Pensioner,isiXhosa,FNB,Savings,5,485,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,1,2319723.01,1109900.75,92491.73,Direct Deposit,4.4,1,1,1,0,8,4,0,WhatsApp,0,Spain
147,15705707,Bennelong,Female,29,North West,Mahikeng,Urban,Degree,Self-Employed,Xitsonga,Absa,Savings,8,635,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2835087.27,2892047.96,241004.0,Direct Deposit,6.8,0,0,1,2,5,1,0,SMS,0,Spain
148,15754105,Olisanugo,Male,37,KwaZulu-Natal,Durban,Urban,Diploma,Unemployed,English,FNB,Savings,5,650,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2192827.19,502148.12,41845.68,Direct Deposit,4.7,0,1,1,1,3,4,0,App Notification,0,France
149,15703264,Chukwufumnanya,Male,44,Western Cape,George,Urban,Matric,Employed,isiZulu,Standard Bank,Cheque,9,735,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2473973.42,1534144.97,127845.41,Direct Deposit,6.0,0,1,1,3,8,1,0,SMS,0,France
150,15794413,Harris,Male,32,Western Cape,Cape Town,Suburban,No Matric,Employed,isiXhosa,FNB,Savings,0,416,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,0,0.0,18016.84,1501.4,Direct Deposit,2.0,1,0,1,0,9,2,0,WhatsApp,0,France
151,15650237,Morgan,Female,32,Free State,Kroonstad,Urban,Matric,Employed,Sesotho,Standard Bank,Cheque,7,754,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,0.0,1835175.38,152931.28,Direct Deposit,4.9,0,1,1,3,3,1,0,Email,0,Spain
152,15759618,Alexeeva,Female,48,Western Cape,George,Urban,Matric,Self-Employed,Setswana,FNB,Savings,9,535,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,3072802.2,256066.85,Direct Deposit,4.8,0,0,1,1,9,3,0,Email,1,France
153,15811589,Metcalfe,Male,42,Northern Cape,Springbok,Suburban,Diploma,Employed,isiZulu,FNB,Cheque,8,716,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,3706408.61,308867.38,Cash,6.1,0,1,1,2,12,0,0,SMS,0,Spain
154,15689044,Humphries,Male,37,Western Cape,Paarl,Urban,Diploma,Self-Employed,isiZulu,FNB,Cheque,2,539,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2615996.59,2022247.51,168520.63,Direct Deposit,5.5,0,1,1,4,11,6,0,SMS,0,France
155,15709368,Milne,Female,43,Gauteng,Centurion,Suburban,Postgraduate,Employed,English,FNB,Savings,6,614,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,1,0.0,2235351.36,186279.28,Direct Deposit,4.5,1,1,1,3,3,3,2,Email,0,France
156,15679145,Chou,Male,57,Northern Cape,Upington,Rural,Matric,Employed,English,Capitec,Savings,7,706,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,0.0,367793.78,30649.48,Direct Deposit,3.6,0,1,1,2,6,2,0,SMS,1,Spain
157,15655007,Li,Female,33,Gauteng,Midrand,Rural,Degree,Unemployed,Tshivenda,Absa,Cheque,7,758,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,1701427.64,141785.64,Direct Deposit,4.8,0,0,1,2,9,0,1,WhatsApp,0,France
158,15623595,Clayton,Female,28,North West,Potchefstroom,Urban,Degree,Employed,Afrikaans,Nedbank,Prestige,2,586,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,1887380.68,157281.72,Direct Deposit,4.1,1,1,1,0,9,3,1,Email,0,Spain
159,15589975,Maclean,Female,73,Gauteng,Johannesburg,Urban,Degree,Employed,isiXhosa,Standard Bank,Savings,6,646,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,1993814.62,2146753.03,178896.09,Direct Deposit,5.8,1,0,1,0,7,0,0,WhatsApp,0,France
160,15804017,Chigolum,Female,33,Mpumalanga,Secunda,Rural,Diploma,Employed,English,Absa,Savings,4,631,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2526557.35,2310095.18,192507.93,Direct Deposit,6.1,0,1,0,0,5,3,0,App Notification,0,Germany
161,15692132,Wilkinson,Female,22,North West,Brits,Suburban,Diploma,Unemployed,Afrikaans,Standard Bank,Savings,6,717,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2071735.12,1736340.98,144695.08,Direct Deposit,5.9,1,1,0,1,15,0,2,SMS,0,Spain
162,15641122,Wei,Male,30,Gauteng,Centurion,Suburban,Degree,Employed,Afrikaans,Nedbank,Cheque,2,684,Good,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,0.0,1711213.31,142601.11,Direct Deposit,4.5,0,1,1,0,9,1,0,Email,0,France
163,15630910,Treacy,Female,49,Gauteng,Sandton,Suburban,Postgraduate,Self-Employed,Afrikaans,Nedbank,Cheque,7,800,Excellent,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,0,2214150.88,966064.76,80505.4,Direct Deposit,5.8,0,1,1,0,6,2,0,Phone Call,0,France
164,15680772,Hu,Female,36,Free State,Kroonstad,Urban,Degree,Student,Xitsonga,Nedbank,Cheque,2,721,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,1,0,0,1,0.0,2193044.9,182753.74,Direct Deposit,5.0,1,1,0,3,14,2,1,SMS,0,Spain
165,15658929,Taverner,Male,29,North West,Mahikeng,Urban,Postgraduate,Employed,siSwati,Standard Bank,Cheque,0,683,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2740909.24,1139442.07,94953.51,Direct Deposit,5.6,0,1,1,3,7,1,0,App Notification,1,Spain
166,15585388,Sherman,Male,31,Limpopo,Mokopane,Urban,Diploma,Employed,isiZulu,Nedbank,Prestige,9,660,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2566389.88,2867425.82,238952.15,Direct Deposit,6.7,1,1,0,2,6,2,0,Email,0,Germany
167,15724623,Taubman,Female,24,Mpumalanga,Middelburg,Urban,Matric,Self-Employed,isiZulu,FNB,Prestige,7,704,Good,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,2317201.51,3331321.34,277610.11,Cheque,7.1,0,0,0,2,6,1,1,WhatsApp,1,Germany
168,15588537,Robinson,Female,41,Free State,Welkom,Urban,Matric,Employed,Afrikaans,Nedbank,Prestige,9,615,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2234771.22,4028249.18,335687.43,Direct Deposit,7.1,0,1,0,2,11,1,0,App Notification,0,Spain
169,15574692,Pinto,Female,39,North West,Brits,Urban,Diploma,Employed,Tshivenda,Nedbank,Cheque,2,667,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,834785.42,69565.45,Direct Deposit,3.7,0,1,1,3,8,2,1,App Notification,1,Spain
170,15611325,Wood,Male,24,Eastern Cape,Port Elizabeth,Suburban,Degree,Employed,Xitsonga,Standard Bank,Savings,9,682,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,1187561.1,1089253.15,90771.1,Direct Deposit,4.7,0,1,1,2,9,0,0,SMS,0,Germany
171,15587562,Hawkins,Female,29,Western Cape,Cape Town,Urban,Matric,Employed,Xitsonga,FNB,Savings,4,484,Poor,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,2667345.0,3362366.74,280197.23,Cash,6.3,0,0,0,1,10,1,0,SMS,0,France
172,15613172,Sun,Male,27,Eastern Cape,Port Elizabeth,Suburban,Matric,Pensioner,English,FNB,Pensioner,5,628,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,1964443.05,3197937.68,266494.81,Cash,6.4,0,1,1,2,6,4,0,WhatsApp,0,Germany
173,15651022,Yost,Male,44,Limpopo,Polokwane,Urban,No Matric,Unemployed,siSwati,Capitec,Cheque,10,480,Poor,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,1,2656975.68,112190.35,9349.2,Direct Deposit,3.9,0,1,1,3,10,3,2,Email,1,Germany
174,15586310,Ting,Male,30,Western Cape,Worcester,Suburban,Matric,Employed,English,Capitec,Savings,4,578,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3473972.84,2299835.76,191652.98,Direct Deposit,6.4,0,0,1,2,16,2,0,Email,0,France
175,15625524,Rowe,Male,40,Western Cape,Worcester,Suburban,Matric,Pensioner,English,Capitec,Savings,5,512,Poor,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,0.0,3002385.51,250198.79,Direct Deposit,4.6,1,1,1,0,7,2,0,Email,0,France
176,15755209,Fu,Female,35,Free State,Sasolburg,Suburban,Diploma,Self-Employed,English,Nedbank,Savings,7,484,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2744298.3,559365.05,46613.75,Direct Deposit,4.3,1,1,0,4,10,2,0,SMS,0,Spain
177,15645248,Ho,Female,30,Western Cape,Paarl,Urban,No Matric,Employed,Sepedi,Absa,Pensioner,0,510,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,1,0.0,2676346.14,223028.84,Direct Deposit,4.4,1,1,1,0,10,1,0,SMS,0,France
